
Symbol table '.symtab' contains 8099 entries:
   Num:    Value  Size Type    Bind   Vis      Ndx Name
   974: 01f46c18     0 NOTYPE  LOCAL  DEFAULT   10 chrlist
   975: 0045e4dc     0 NOTYPE  LOCAL  DEFAULT    9 chrlistrowtop
   976: 0045e4c8     0 NOTYPE  LOCAL  DEFAULT    9 chrlistnum
   977: 0024f728   164 FUNC    LOCAL  DEFAULT    1 drawWarning
   978: 0045e4e8     0 NOTYPE  LOCAL  DEFAULT    9 chrselflags
   979: 0045e4d0     0 NOTYPE  LOCAL  DEFAULT    9 chrmovefromcol
   980: 0045e4cc     0 NOTYPE  LOCAL  DEFAULT    9 chrmovefromrow
   981: 0024d9e8   148 FUNC    LOCAL  DEFAULT    1 botsetInit
   982: 01f46bf8     0 NOTYPE  LOCAL  DEFAULT   10 custombotsets
   983: 0024da80   120 FUNC    LOCAL  DEFAULT    1 chrsetDec
   984: 0024daf8   112 FUNC    LOCAL  DEFAULT    1 chrsetInc
   985: 0024db68  3092 FUNC    LOCAL  DEFAULT    1 chrsets_pageTick
   986: 003d3a08    20 OBJECT  LOCAL  DEFAULT    4 chrsets_page
   987: 0024e780   412 FUNC    LOCAL  DEFAULT    1 checkUnavailableThings
   988: 0024e920    56 FUNC    LOCAL  DEFAULT    1 numAllowedTeams
   989: 0024e958   424 FUNC    LOCAL  DEFAULT    1 checkAllowedTeams
   990: 0024eb00   116 FUNC    LOCAL  DEFAULT    1 countBots
   991: 0024eb78   260 FUNC    LOCAL  DEFAULT    1 selectableTeam
   992: 01f46ce0     0 NOTYPE  LOCAL  DEFAULT   10 playerteams
   993: 0024ec80   120 FUNC    LOCAL  DEFAULT    1 onlyoneselectableteam
   994: 0024ecf8   524 FUNC    LOCAL  DEFAULT    1 checkOkToGo
   995: 0024ef08   360 FUNC    LOCAL  DEFAULT    1 drawTeamPlayers
   996: 0024f070   452 FUNC    LOCAL  DEFAULT    1 drawTeamBots
   997: 0024f238   276 FUNC    LOCAL  DEFAULT    1 drawBotSet
   998: 0024f350   984 FUNC    LOCAL  DEFAULT    1 drawLittleGuys
   999: 003d3a20    16 OBJECT  LOCAL  DEFAULT    4 audiovideo_menu
  1000: 003d3a30   192 OBJECT  LOCAL  DEFAULT    4 i04b00
  1001: 0024f7d0   568 FUNC    LOCAL  DEFAULT    1 audiovideo_pageDraw
  1002: 0024fa08   240 FUNC    LOCAL  DEFAULT    1 audiovideo_pageTick
  1003: 003d3af0    20 OBJECT  LOCAL  DEFAULT    4 audiovideo_page
  1004: 003d3b08    16 OBJECT  LOCAL  DEFAULT    4 chrselect_ready_waiting
  1005: 003d3b18    64 OBJECT  LOCAL  DEFAULT    4 i0903
  1006: 003d3b58    16 OBJECT  LOCAL  DEFAULT    4 chrselect_ready_go
  1007: 003d3b68    64 OBJECT  LOCAL  DEFAULT    4 i0903b
  1008: 003d3ba8    16 OBJECT  LOCAL  DEFAULT    4 chrselect_main_menu
  1009: 003d3bb8    64 OBJECT  LOCAL  DEFAULT    4 i0901
  1010: 003d3bf8    16 OBJECT  LOCAL  DEFAULT    4 chrselect_main_menu_p234
  1011: 003d3c08    64 OBJECT  LOCAL  DEFAULT    4 i0901b
  1012: 003d3c48    16 OBJECT  LOCAL  DEFAULT    4 chrselect_handicap_menu
  1013: 003d3c58    64 OBJECT  LOCAL  DEFAULT    4 i0905
  1014: 003d3c98    16 OBJECT  LOCAL  DEFAULT    4 chrselect_team_menu
  1015: 003d3ca8    64 OBJECT  LOCAL  DEFAULT    4 i0904
  1016: 0024fbf0   620 FUNC    LOCAL  DEFAULT    1 selectChar
  1017: 01f452e8     0 NOTYPE  LOCAL  DEFAULT   10 chrprops
  1018: 0024fe60     8 FUNC    LOCAL  DEFAULT    1 rotateChar
  1019: 0024fe68   420 FUNC    LOCAL  DEFAULT    1 drawChar
  1020: 01f45308     0 NOTYPE  LOCAL  DEFAULT   10 fxStageOffset
  1021: 00250010   216 FUNC    LOCAL  DEFAULT    1 drawSelectCharArrows
  1022: 002500e8   228 FUNC    LOCAL  DEFAULT    1 drawCharName
  1023: 002501d0  1300 FUNC    LOCAL  DEFAULT    1 chrplayer_pageDraw
  1024: 00251ee8   400 FUNC    LOCAL  DEFAULT    1 fxSelectCharGfx
  1025: 002506e8   240 FUNC    LOCAL  DEFAULT    1 resetchrprops
  1026: 002507d8  2148 FUNC    LOCAL  DEFAULT    1 chrplayer_pageTick
  1027: 002517f0  1780 FUNC    LOCAL  DEFAULT    1 fxSelectCharTick
  1028: 0025b728     8 FUNC    LOCAL  DEFAULT    1 animTick
  1029: 01f45358     0 NOTYPE  LOCAL  DEFAULT   10 fxSelect
  1030: 01f45338     0 NOTYPE  LOCAL  DEFAULT   10 fxCurChr
  1031: 01f45348     0 NOTYPE  LOCAL  DEFAULT   10 fxNewChr
  1032: 01f45318     0 NOTYPE  LOCAL  DEFAULT   10 fxStageDirection
  1033: 00252078    52 FUNC    LOCAL  DEFAULT    1 fxSelectCharFlashInit
  1034: 002514a8   288 FUNC    LOCAL  DEFAULT    1 fxSelectCharLeft
  1035: 002515c8   264 FUNC    LOCAL  DEFAULT    1 fxSelectCharRight
  1036: 00251718   212 FUNC    LOCAL  DEFAULT    1 fxSelectCharInit
  1037: 0025b6e8    60 FUNC    LOCAL  DEFAULT    1 animStopImmediately
  1038: 0025b030  1716 FUNC    LOCAL  DEFAULT    1 frontmpgStartGame
  1039: 003d3ce8    20 OBJECT  LOCAL  DEFAULT    4 chrplayer_page
  1040: 00251040    48 FUNC    LOCAL  DEFAULT    1 characterselect_pageDraw
  1041: 00251070    72 FUNC    LOCAL  DEFAULT    1 characterselect_pageDrawAfter
  1042: 002510b8   320 FUNC    LOCAL  DEFAULT    1 characterselect_pageTick
  1043: 002512c8   476 FUNC    LOCAL  DEFAULT    1 fxSelectCharReset
  1044: 002511f8   204 FUNC    LOCAL  DEFAULT    1 fxCreateStage
  1045: 01f452f8     0 NOTYPE  LOCAL  DEFAULT   10 fxStageScalar
  1046: 01f45368     0 NOTYPE  LOCAL  DEFAULT   10 fxCameraFlash
  1047: 01f45378     0 NOTYPE  LOCAL  DEFAULT   10 fxCameraFlashScalar
  1048: 01f45328     0 NOTYPE  LOCAL  DEFAULT   10 fxStageSpeed
  1049: 01f453a8     0 NOTYPE  LOCAL  DEFAULT   10 actingsound
  1050: 01f45388     0 NOTYPE  LOCAL  DEFAULT   10 fxStageSkip
  1051: 01f45398     0 NOTYPE  LOCAL  DEFAULT   10 fxStageAlt
  1052: 002520b0   276 FUNC    LOCAL  DEFAULT    1 gameoptionsMake
  1053: 01f46cf0     0 NOTYPE  LOCAL  DEFAULT   10 gmoptions
  1054: 002521c8   168 FUNC    LOCAL  DEFAULT    1 getGameModeOptions
  1055: 00252270   116 FUNC    LOCAL  DEFAULT    1 storeGameModeOptions
  1056: 003d3d18    32 OBJECT  LOCAL  DEFAULT    4 null_menuitem
  1057: 003d3d38    16 OBJECT  LOCAL  DEFAULT    4 arcadeoptions_menu
  1058: 003d3d48   512 OBJECT  LOCAL  DEFAULT    4 i0410
  1059: 003d4ae0    20 OBJECT  LOCAL  DEFAULT    4 arcade_page
  1060: 003d3f48   256 OBJECT  LOCAL  DEFAULT    4 bagtag_menuitems
  1061: 003d4048   192 OBJECT  LOCAL  DEFAULT    4 ctf_menuitems
  1062: 003d4108   320 OBJECT  LOCAL  DEFAULT    4 deathmatch_menuitems
  1063: 003d4248   128 OBJECT  LOCAL  DEFAULT    4 escort_menuitems
  1064: 003d42c8   192 OBJECT  LOCAL  DEFAULT    4 knockout_menuitems
  1065: 003d4388    96 OBJECT  LOCAL  DEFAULT    4 laststand_menuitems
  1066: 002522e8    36 FUNC    LOCAL  DEFAULT    1 arcadeoptions_pageDraw
  1067: 00252310  1676 FUNC    LOCAL  DEFAULT    1 arcadeoptions_pageTick
  1068: 003d4400    40 OBJECT  LOCAL  DEFAULT    4 gv_cheat
  1069: 002529a0   148 FUNC    LOCAL  DEFAULT    1 cheatOnChange
  1070: 003d4428    16 OBJECT  LOCAL  DEFAULT    4 cheats_list
  1071: 003d4438   480 OBJECT  LOCAL  DEFAULT    4 cheats_mi
  1072: 003d4618    16 OBJECT  LOCAL  DEFAULT    4 cheats_menu
  1073: 003d4628    64 OBJECT  LOCAL  DEFAULT    4 i02000
  1074: 01f46e10     0 NOTYPE  LOCAL  DEFAULT   10 gv_cheats
  1075: 00252a38   268 FUNC    LOCAL  DEFAULT    1 cheats_pageDraw
  1076: 00252b48   804 FUNC    LOCAL  DEFAULT    1 cheats_pageTick
  1077: 003d4668    20 OBJECT  LOCAL  DEFAULT    4 cheats_page
  1078: 0045c348     4 OBJECT  LOCAL  DEFAULT    8 firstmap
  1079: 003d4680    16 OBJECT  LOCAL  DEFAULT    4 mapfile_menu
  1080: 003d4690   448 OBJECT  LOCAL  DEFAULT    4 mfmi
  1081: 003d4850    32 OBJECT  LOCAL  DEFAULT    4 mi_dirtop
  1082: 01f47068     0 NOTYPE  LOCAL  DEFAULT   10 titletop
  1083: 003d4870    32 OBJECT  LOCAL  DEFAULT    4 mi_dirfile
  1084: 003d4890    32 OBJECT  LOCAL  DEFAULT    4 mi_dirempty
  1085: 003d48b0    32 OBJECT  LOCAL  DEFAULT    4 mi_dirback
  1086: 00252e70   780 FUNC    LOCAL  DEFAULT    1 arcade_mmload_pageDraw
  1087: 0045e4f0     0 NOTYPE  LOCAL  DEFAULT    9 mfstate
  1088: 0045e4ec     0 NOTYPE  LOCAL  DEFAULT    9 numdispfiles
  1089: 00253180  3148 FUNC    LOCAL  DEFAULT    1 arcade_mmload_pageTick
  1090: 0045e4f8     0 NOTYPE  LOCAL  DEFAULT    9 curmapentry
  1091: 01f470a8     0 NOTYPE  LOCAL  DEFAULT   10 dispfiles
  1092: 0045e4f4     0 NOTYPE  LOCAL  DEFAULT    9 entrynum
  1093: 01f47200     0 NOTYPE  LOCAL  DEFAULT   10 entryinfo
  1094: 003d48d0    20 OBJECT  LOCAL  DEFAULT    4 arcade_mmload_page
  1095: 003d48e8    76 OBJECT  LOCAL  DEFAULT    4 arcadelevels
  1096: 003d4938    12 OBJECT  LOCAL  DEFAULT    4 gmtab
  1097: 00253dd0    76 FUNC    LOCAL  DEFAULT    1 tileset_onchange
  1098: 003d4948    40 OBJECT  LOCAL  DEFAULT    4 gv_tileset
  1099: 003d4970    16 OBJECT  LOCAL  DEFAULT    4 arcade_menu1
  1100: 003d4980   352 OBJECT  LOCAL  DEFAULT    4 i0400
  1101: 00253e20   600 FUNC    LOCAL  DEFAULT    1 arcade_pageDraw
  1102: 00254078  2020 FUNC    LOCAL  DEFAULT    1 arcade_pageTick
  1103: 003d4af8    16 OBJECT  LOCAL  DEFAULT    4 storychrsel_menu
  1104: 003d4b08    64 OBJECT  LOCAL  DEFAULT    4 i0450
  1105: 00254860   220 FUNC    LOCAL  DEFAULT    1 storychrsel_pageDraw
  1106: 00254940   984 FUNC    LOCAL  DEFAULT    1 storychrsel_pageTick
  1107: 003d4b48    20 OBJECT  LOCAL  DEFAULT    4 storychrsel_page
  1108: 00254d18    48 FUNC    LOCAL  DEFAULT    1 storychr_pageDraw
  1109: 00254d48   344 FUNC    LOCAL  DEFAULT    1 storychr_pageTick
  1110: 003d4b78    16 OBJECT  LOCAL  DEFAULT    4 story_menu
  1111: 003d4b88   224 OBJECT  LOCAL  DEFAULT    4 i0440
  1112: 00254ea0   616 FUNC    LOCAL  DEFAULT    1 story_pageDraw
  1113: 00255108   224 FUNC    LOCAL  DEFAULT    1 storyDifficultyAvail
  1114: 002551e8  1056 FUNC    LOCAL  DEFAULT    1 story_pageTick
  1115: 003d4c68    20 OBJECT  LOCAL  DEFAULT    4 story_page
  1116: 01f45948     0 NOTYPE  LOCAL  DEFAULT   10 gameparms
  1117: 00255608   196 FUNC    LOCAL  DEFAULT    1 challengechr_pageDraw
  1118: 002556d0   508 FUNC    LOCAL  DEFAULT    1 challengechr_pageTick
  1119: 003d4c98    16 OBJECT  LOCAL  DEFAULT    4 challenge_menu
  1120: 003d4ca8   128 OBJECT  LOCAL  DEFAULT    4 i0700
  1121: 002558d0   564 FUNC    LOCAL  DEFAULT    1 challenge_pageDraw
  1122: 00255b08   444 FUNC    LOCAL  DEFAULT    1 challenge_pageTick
  1123: 003d4d28    20 OBJECT  LOCAL  DEFAULT    4 challenge_page
  1124: 003d4d40    16 OBJECT  LOCAL  DEFAULT    4 ilink_menu
  1125: 003d4d50    64 OBJECT  LOCAL  DEFAULT    4 i0800
  1126: 00255cc8   584 FUNC    LOCAL  DEFAULT    1 ilink_pageDraw
  1127: 00255f10   804 FUNC    LOCAL  DEFAULT    1 ilink_pageTick
  1128: 003d4d90    20 OBJECT  LOCAL  DEFAULT    4 ilink_page
  1129: 0045e4fc     0 NOTYPE  LOCAL  DEFAULT    9 ilinkPageTimer
  1130: 0045e500     0 NOTYPE  LOCAL  DEFAULT    9 ilinkPageSentSignons
  1131: 0045e504     0 NOTYPE  LOCAL  DEFAULT    9 ilinkPageReadyToStart
  1132: 00259fb0    72 FUNC    LOCAL  DEFAULT    1 frontmpgStoreGoodies
  1133: 003d4da8    40 OBJECT  LOCAL  DEFAULT    4 gv_statsplayer
  1134: 01f47228     0 NOTYPE  LOCAL  DEFAULT   10 disp_statsplayer
  1135: 003d4dd0    40 OBJECT  LOCAL  DEFAULT    4 gv_statstype
  1136: 01f47250     0 NOTYPE  LOCAL  DEFAULT   10 disp_statstype
  1137: 003d4df8    40 OBJECT  LOCAL  DEFAULT    4 gv_statscat
  1138: 01f47278     0 NOTYPE  LOCAL  DEFAULT   10 disp_statscat
  1139: 003d4e20    16 OBJECT  LOCAL  DEFAULT    4 statistics_menu
  1140: 003d4e30   128 OBJECT  LOCAL  DEFAULT    4 i01000
  1141: 00256238   624 FUNC    LOCAL  DEFAULT    1 statistics_pageDraw
  1142: 00257390   580 FUNC    LOCAL  DEFAULT    1 statistics_pageTick
  1143: 003d4eb0    20 OBJECT  LOCAL  DEFAULT    4 statistics_page
  1144: 003d4ec8    16 OBJECT  LOCAL  DEFAULT    4 gamemode_menu
  1145: 003d4ed8   320 OBJECT  LOCAL  DEFAULT    4 i0300
  1146: 002575d8     8 FUNC    LOCAL  DEFAULT    1 gametype_pageDraw
  1147: 002575e0   908 FUNC    LOCAL  DEFAULT    1 gametype_pageTick
  1148: 00259a68   180 FUNC    LOCAL  DEFAULT    1 setStatsUpdatePage
  1149: 0025b008    40 FUNC    LOCAL  DEFAULT    1 menusToSettings
  1150: 003d5030    16 OBJECT  LOCAL  DEFAULT    4 signon_ready_waiting
  1151: 003d5040    64 OBJECT  LOCAL  DEFAULT    4 i0201
  1152: 003d5080    16 OBJECT  LOCAL  DEFAULT    4 signonplr_list
  1153: 003d5090  4672 OBJECT  LOCAL  DEFAULT    4 somi
  1154: 003d62d0    32 OBJECT  LOCAL  DEFAULT    4 mi_signon
  1155: 003d62f0    32 OBJECT  LOCAL  DEFAULT    4 mi_signonnew
  1156: 003d6310    32 OBJECT  LOCAL  DEFAULT    4 mi_signonload
  1157: 003d6330    16 OBJECT  LOCAL  DEFAULT    4 signonplr_menu
  1158: 003d6340    32 OBJECT  LOCAL  DEFAULT    4 i0200
  1159: 00257970  1064 FUNC    LOCAL  DEFAULT    1 makesignonmenu
  1160: 0045e4c0     0 NOTYPE  LOCAL  DEFAULT    9 signondelete
  1161: 0045e4b8     0 NOTYPE  LOCAL  DEFAULT    9 signonload
  1162: 0045e4c2     0 NOTYPE  LOCAL  DEFAULT    9 signonsave
  1163: 0045e514     0 NOTYPE  LOCAL  DEFAULT    9 signonmessage
  1164: 01f47388     0 NOTYPE  LOCAL  DEFAULT   10 signonids
  1165: 0045e510     0 NOTYPE  LOCAL  DEFAULT    9 signontobedeleted
  1166: 00257d98  1288 FUNC    LOCAL  DEFAULT    1 signonplr_pageDraw
  1167: 002582a0  1944 FUNC    LOCAL  DEFAULT    1 signonplr_pageTick
  1168: 0045e508     0 NOTYPE  LOCAL  DEFAULT    9 lastfocus
  1169: 01f47310     0 NOTYPE  LOCAL  DEFAULT   10 plrnewname
  1170: 003d6360    20 OBJECT  LOCAL  DEFAULT    4 signonplr_page
  1171: 00258a38    76 FUNC    LOCAL  DEFAULT    1 signon_pageDrawBefore
  1172: 00258a88   244 FUNC    LOCAL  DEFAULT    1 soZoomStart
  1173: 01f47418     0 NOTYPE  LOCAL  DEFAULT   10 sozoomfrom
  1174: 0045e518     0 NOTYPE  LOCAL  DEFAULT    9 sozoomframes
  1175: 0045e51c     0 NOTYPE  LOCAL  DEFAULT    9 sozoomstarted
  1176: 00258b80   244 FUNC    LOCAL  DEFAULT    1 soZoomGfx
  1177: 00258c78   184 FUNC    LOCAL  DEFAULT    1 signon_pageDrawAfter
  1178: 00258d30  2504 FUNC    LOCAL  DEFAULT    1 signon_pageTick
  1179: 0025afe0    40 FUNC    LOCAL  DEFAULT    1 settingsToMenus
  1180: 002596f8     8 FUNC    LOCAL  DEFAULT    1 demosplash_pageGfx
  1181: 00259700    76 FUNC    LOCAL  DEFAULT    1 demosplash_pageTick
  1182: 003d63a8    16 OBJECT  LOCAL  DEFAULT    4 nplayers_menu
  1183: 003d63b8   128 OBJECT  LOCAL  DEFAULT    4 i0100
  1184: 00259750     8 FUNC    LOCAL  DEFAULT    1 nplayers_pageGfx
  1185: 00259758   476 FUNC    LOCAL  DEFAULT    1 nplayers_pageTick
  1186: 0025aa08     8 FUNC    LOCAL  DEFAULT    1 demoplaybackTick
  1187: 00259938   304 FUNC    LOCAL  DEFAULT    1 setlastgamemodepage
  1188: 0045e4b0     0 NOTYPE  LOCAL  DEFAULT    9 so_player
  1189: 003d6450    20 OBJECT  LOCAL  DEFAULT    4 statsupdate_page
  1190: 00259b20    72 FUNC    LOCAL  DEFAULT    1 statsupdate_pageDraw
  1191: 00259b68   524 FUNC    LOCAL  DEFAULT    1 statsupdate_pageTick
  1192: 00259d78    68 FUNC    LOCAL  DEFAULT    1 goodiesGetMisc
  1193: 00259dc0    92 FUNC    LOCAL  DEFAULT    1 goodiesGetLevels
  1194: 00259e20   152 FUNC    LOCAL  DEFAULT    1 goodiesGetAvailableChrs
  1195: 00259eb8   152 FUNC    LOCAL  DEFAULT    1 goodiesGetPlayableChrs
  1196: 00259f50    92 FUNC    LOCAL  DEFAULT    1 goodiesGetBotSets
  1197: 0045e520     0 NOTYPE  LOCAL  DEFAULT    9 goodies_cheats
  1198: 0045e524     0 NOTYPE  LOCAL  DEFAULT    9 goodies_levels
  1199: 0045e528     0 NOTYPE  LOCAL  DEFAULT    9 goodies_botsets
  1200: 01f47428     0 NOTYPE  LOCAL  DEFAULT   10 goodies_availablechrs
  1201: 0045e52c     0 NOTYPE  LOCAL  DEFAULT    9 goodies_misc
  1202: 01f47438     0 NOTYPE  LOCAL  DEFAULT   10 goodies_playablechrs
  1203: 00259ff8   216 FUNC    LOCAL  DEFAULT    1 frontmpgNewGoodies
  1204: 0025a0d0   564 FUNC    LOCAL  DEFAULT    1 getNextGoodieString
  1205: 0025a308    68 FUNC    LOCAL  DEFAULT    1 goodieMessage
  1206: 0045e530     0 NOTYPE  LOCAL  DEFAULT    9 goodiemsgtimer
  1207: 0045e534     0 NOTYPE  LOCAL  DEFAULT    9 goodiemsg
  1208: 0025a350   944 FUNC    LOCAL  DEFAULT    1 goodieMessageGfx
  1209: 0025a700   228 FUNC    LOCAL  DEFAULT    1 goodies_pageGfx
  1210: 0025a7e8   348 FUNC    LOCAL  DEFAULT    1 goodies_pageTick
  1211: 0025a948    80 FUNC    LOCAL  DEFAULT    1 frontmpgSetGoodiesPage
  1212: 0025a998   112 FUNC    LOCAL  DEFAULT    1 frontmpgtestGoodies
  1213: 0045c3c6     1 OBJECT  LOCAL  DEFAULT    8 curdemo
  1214: 01f44f20     0 NOTYPE  LOCAL  DEFAULT   10 txt.681
  1215: 01f44f80     0 NOTYPE  LOCAL  DEFAULT   10 animplayed
  1216: 01f47290     0 NOTYPE  LOCAL  DEFAULT   10 buftest
  1217: 0025b730     0 NOTYPE  LOCAL  DEFAULT    1 gcc2_compiled.
  1218: 0025b730     0 NOTYPE  LOCAL  DEFAULT    1 __gnu_compiled_c
  1219: 0045c3d0     4 OBJECT  LOCAL  DEFAULT    8 mcseq_state
  1220: 01f47448     0 NOTYPE  LOCAL  DEFAULT   10 mcseq_slotname.150
  1221: 0045e588     0 NOTYPE  LOCAL  DEFAULT    9 mcseq_curcard
  1222: 01f47468     0 NOTYPE  LOCAL  DEFAULT   10 msg.160
  1223: 0025b8b0  2676 FUNC    LOCAL  DEFAULT    1 mcseqTick
  1224: 0045e560     0 NOTYPE  LOCAL  DEFAULT    9 mcseq_user
  1225: 0045e578     0 NOTYPE  LOCAL  DEFAULT    9 mcseq_result
  1226: 0045e57c     0 NOTYPE  LOCAL  DEFAULT    9 mcseq_statesuccess
  1227: 0045e580     0 NOTYPE  LOCAL  DEFAULT    9 mcseq_statefailure
  1228: 01f47788     0 NOTYPE  LOCAL  DEFAULT   10 mcseq_cards
  1229: 01f477a8     0 NOTYPE  LOCAL  DEFAULT   10 mcseq_free
  1230: 01f477c8     0 NOTYPE  LOCAL  DEFAULT   10 mcseq_states
  1231: 0045e554     0 NOTYPE  LOCAL  DEFAULT    9 mcseq_extras
  1232: 01f47768     0 NOTYPE  LOCAL  DEFAULT   10 mcseq_pollcards
  1233: 0045e584     0 NOTYPE  LOCAL  DEFAULT    9 pollcard
  1234: 0045e550     0 NOTYPE  LOCAL  DEFAULT    9 pollcounter
  1235: 0045e564     0 NOTYPE  LOCAL  DEFAULT    9 mcseq_action
  1236: 0045e55c     0 NOTYPE  LOCAL  DEFAULT    9 mcseq_controller
  1237: 0045e544     0 NOTYPE  LOCAL  DEFAULT    9 mcseq_msg
  1238: 0045e548     0 NOTYPE  LOCAL  DEFAULT    9 mcseq_msg2
  1239: 01f476e8     0 NOTYPE  LOCAL  DEFAULT   10 mcseq_filename
  1240: 0045e58c     0 NOTYPE  LOCAL  DEFAULT    9 availentries
  1241: 0045e590     0 NOTYPE  LOCAL  DEFAULT    9 useclusters
  1242: 0045e568     0 NOTYPE  LOCAL  DEFAULT    9 mcseq_buffer
  1243: 0045e56c     0 NOTYPE  LOCAL  DEFAULT    9 mcseq_length
  1244: 0045e570     0 NOTYPE  LOCAL  DEFAULT    9 mcseq_seek
  1245: 0045e574     0 NOTYPE  LOCAL  DEFAULT    9 mcseq_overwrite
  1246: 0045e54c     0 NOTYPE  LOCAL  DEFAULT    9 mcseq_pollcount
  1247: 0025c328    76 FUNC    LOCAL  DEFAULT    1 mcseqWindowSet
  1248: 0025c378   484 FUNC    LOCAL  DEFAULT    1 mcseq_pageDraw
  1249: 003d64f0    32 OBJECT  LOCAL  DEFAULT    4 mi_msg
  1250: 003d6510    32 OBJECT  LOCAL  DEFAULT    4 mi_card
  1251: 0025c560  2220 FUNC    LOCAL  DEFAULT    1 mcseq_pageTick
  1252: 01f477e8     0 NOTYPE  LOCAL  DEFAULT   10 mi_msgs
  1253: 0045e53c     0 NOTYPE  LOCAL  DEFAULT    9 mcseq_title
  1254: 01f47968     0 NOTYPE  LOCAL  DEFAULT   10 slotnames
  1255: 0045e558     0 NOTYPE  LOCAL  DEFAULT    9 mcseq_extra
  1256: 0045e540     0 NOTYPE  LOCAL  DEFAULT    9 mcseq_titleact
  1257: 003d6530    20 OBJECT  LOCAL  DEFAULT    4 mcseq_page
  1258: 0025ce10    36 FUNC    LOCAL  DEFAULT    1 mcseqWindowOpen
  1259: 0045e538     0 NOTYPE  LOCAL  DEFAULT    9 mcseq_windowopened
  1260: 01f474e8     0 NOTYPE  LOCAL  DEFAULT   10 messageline1.221
  1261: 01f475e8     0 NOTYPE  LOCAL  DEFAULT   10 messageline2.222
  1262: 0025d670     0 NOTYPE  LOCAL  DEFAULT    1 gcc2_compiled.
  1263: 0025d670     0 NOTYPE  LOCAL  DEFAULT    1 __gnu_compiled_c
  1264: 0025db48   420 FUNC    LOCAL  DEFAULT    1 MM_DoorwayUnderCursor
  1265: 0025e060   136 FUNC    LOCAL  DEFAULT    1 MM_FindPatrolPoint
  1266: 0025e1c8   600 FUNC    LOCAL  DEFAULT    1 MM_CheckPlacement
  1267: 0025e6d8    52 FUNC    LOCAL  DEFAULT    1 MM_ClearLassoed
  1268: 0025eb40    80 FUNC    LOCAL  DEFAULT    1 MM_DeleteAllMarked
  1269: 0025eb90  1372 FUNC    LOCAL  DEFAULT    1 MM_DoCopy
  1270: 0025f0f0   508 FUNC    LOCAL  DEFAULT    1 MM_DoPaste
  1271: 0025f368    24 FUNC    LOCAL  DEFAULT    1 MM_ResetPatrols
  1272: 0025f3e0   200 FUNC    LOCAL  DEFAULT    1 MM_ClampView
  1273: 0025f4a8  1484 FUNC    LOCAL  DEFAULT    1 MM_MapViewHelp
  1274: 0025fad8   236 FUNC    LOCAL  DEFAULT    1 MM_UpdateMapCost
  1275: 0025fbc8   164 FUNC    LOCAL  DEFAULT    1 confirmPasteTileNoItems
  1276: 002613a8   428 FUNC    LOCAL  DEFAULT    1 MM_MakeSeals
  1277: 00261890    60 FUNC    LOCAL  DEFAULT    1 gettileref
  1278: 00262920     0 NOTYPE  LOCAL  DEFAULT    1 gcc2_compiled.
  1279: 00262920     0 NOTYPE  LOCAL  DEFAULT    1 __gnu_compiled_c
  1280: 0045e59c     0 NOTYPE  LOCAL  DEFAULT    9 numfreeitems
  1281: 0045e594     0 NOTYPE  LOCAL  DEFAULT    9 freeobjs
  1282: 0045e598     0 NOTYPE  LOCAL  DEFAULT    9 freeitems
  1283: 00262d90    56 FUNC    LOCAL  DEFAULT    1 MM_AllocItem
  1284: 00263350     0 NOTYPE  LOCAL  DEFAULT    1 gcc2_compiled.
  1285: 00263350     0 NOTYPE  LOCAL  DEFAULT    1 __gnu_compiled_c
  1286: 00263350    84 FUNC    LOCAL  DEFAULT    1 MM_TileBufferSize
  1287: 0045e5a0     0 NOTYPE  LOCAL  DEFAULT    9 tilemem
  1288: 0045e5a4     0 NOTYPE  LOCAL  DEFAULT    9 tilemem_pos
  1289: 00263458   320 FUNC    LOCAL  DEFAULT    1 MM_AllocTile
  1290: 00263598   928 FUNC    LOCAL  DEFAULT    1 MM_MakeTileRotations
  1291: 00263a58     0 NOTYPE  LOCAL  DEFAULT    1 gcc2_compiled.
  1292: 00263a58     0 NOTYPE  LOCAL  DEFAULT    1 __gnu_compiled_c
  1293: 003d6820    20 OBJECT  LOCAL  DEFAULT    4 doortype_desc
  1294: 00263c48   248 FUNC    LOCAL  DEFAULT    1 MM_FindBoundaries
  1295: 002642b8   584 FUNC    LOCAL  DEFAULT    1 MM_DrawPatrolPoint
  1296: 00264500   404 FUNC    LOCAL  DEFAULT    1 MM_DrawPatrols
  1297: 00264698   776 FUNC    LOCAL  DEFAULT    1 MM_DrawScaledItem
  1298: 002649a0   320 FUNC    LOCAL  DEFAULT    1 MM_DrawItems
  1299: 0045e5a8     0 NOTYPE  LOCAL  DEFAULT    9 numdrawdoors
  1300: 00265c50   520 FUNC    LOCAL  DEFAULT    1 MM_DrawRooms
  1301: 00265e58   256 FUNC    LOCAL  DEFAULT    1 MM_DrawDoors
  1302: 00265f58   540 FUNC    LOCAL  DEFAULT    1 MM_DrawUsedObject
  1303: 00267470     0 NOTYPE  LOCAL  DEFAULT    1 gcc2_compiled.
  1304: 00267470     0 NOTYPE  LOCAL  DEFAULT    1 __gnu_compiled_c
  1305: 00267470   112 FUNC    LOCAL  DEFAULT    1 M_MenuExit
  1306: 002674e0   328 FUNC    LOCAL  DEFAULT    1 M_SliderGfx
  1307: 00267628   316 FUNC    LOCAL  DEFAULT    1 M_DrawText
